product_id,product_name,category,sub_category,brand,price,discount,final_price,stock,rating,reviews_count,supplier,country,city,warehouse_id,delivery_time_days,return_rate,is_active,launch_year,weight_kg,volume_l,color,material,warranty_years,sales_last_month,sales_last_3_months,sales_last_year,profit_margin,cost_price,revenue_last_month,revenue_last_year,views,cart_additions,wishlist_additions,conversion_rate,avg_session_time,bounce_rate,seo_score,ad_spend,ad_clicks,ad_conversions,seasonality_index,restock_frequency_days,damaged_returns,customer_complaints,net_promoter_score,supplier_rating,shipping_cost,tax_rate
8328,Product_8328,Electronics,Sports,BrandA,565.39,0.03,548.43,633,2.5,4408,Supplier_1,China,Mumbai,19,6,0.12,0,2019,19.93,43.92,Red,Fabric,3,108,1373,3314,0.22,293.07,112428.15,1349137.8,25451,5358,16622,0.091,84.52,0.24,87,894.1,9307,1089,1.16,35,32,111,-43,4.53,24.59,0.16
8329,Product_8329,Electronics,Clothing,BrandB,502.49,0.17,417.07,675,3.41,4376,Supplier_34,USA,Shanghai,17,11,0.01,0,2019,49.65,49.65,Blue,Fabric,5,611,524,495,0.23,387.48,153064.69,1836776.28,10749,233,21836,0.099,13.24,0.79,82,5881.88,41,1910,1.21,12,28,48,-72,3.84,4.18,0.19
8330,Product_8330,Toys,Beauty,BrandD,497.96,0.16,418.29,320,2.43,3280,Supplier_36,Germany,New York,9,5,0.19,0,2023,16.88,35.02,White,Fabric,0,28,900,5634,0.34,250.11,63161.79,757941.48,47788,28775,18927,0.026,60.36,0.5,81,164.22,2369,1629,1.14,32,91,125,75,1.1,19.59,0.18
8331,Product_8331,Home,Beauty,BrandD,39.94,0.32,27.16,231,2.65,3644,Supplier_50,Germany,Mumbai,14,3,0.2,1,2014,0.87,73.56,Black,Wood,1,880,2416,6491,0.19,27.29,2009.84,24118.08,27543,31197,25578,0.04,184.03,0.5,66,3333.67,778,684,0.52,13,38,9,-40,3.17,1.67,0.15
8332,Product_8332,Electronics,Sports,BrandB,249.83,0.35,162.39,430,4.38,98,Supplier_3,China,Berlin,13,5,0.05,1,2011,15.44,95.57,Blue,Plastic,0,252,633,7003,0.47,197.32,53913.48,646961.76,77200,30402,21122,0.062,249.87,0.21,83,2477.51,8574,3288,1.48,27,91,4,44,2.79,10.53,0.11
8333,Product_8333,Electronics,Home,BrandE,842.29,0.32,572.76,116,3.46,3464,Supplier_2,UK,London,18,8,0.11,1,2021,45.53,24.75,Red,Metal,4,221,2364,954,0.18,606.7,210202.92,2522435.04,64488,40795,12865,0.027,81.77,0.34,57,4082.7,7419,1593,0.89,4,60,23,32,2.23,46.04,0.12
8334,Product_8334,Sports,Clothing,BrandC,313.38,0.1,282.04,523,1.17,2704,Supplier_17,India,London,7,8,0.19,1,2010,38.0,25.98,Blue,Fabric,0,518,897,7334,0.41,200.31,62048.8,744585.6,54323,4716,10724,0.088,105.15,0.6,81,407.26,8822,507,0.82,31,74,149,46,4.87,26.36,0.1
8335,Product_8335,Toys,Beauty,BrandE,702.86,0.4,421.72,141,2.61,108,Supplier_44,China,Shanghai,12,8,0.18,1,2014,23.63,32.56,Blue,Plastic,0,897,817,8696,0.38,619.01,206642.8,2479713.6,85242,13572,20506,0.035,231.18,0.42,89,6221.21,4527,2087,0.68,5,72,195,-29,4.82,21.09,0.23
8336,Product_8336,Home,Electronics,BrandB,564.21,0.09,513.43,502,3.89,1584,Supplier_36,Germany,Mumbai,7,8,0.26,1,2019,34.15,27.76,White,Metal,3,326,1453,3223,0.23,311.8,11295.46,135545.52,50524,36107,3480,0.021,98.21,0.61,77,9447.99,3784,454,0.51,13,52,148,-5,1.75,8.37,0.23
8337,Product_8337,Sports,Clothing,BrandD,605.41,0.49,308.76,445,4.71,1271,Supplier_27,China,Mumbai,10,3,0.16,0,2011,28.34,53.1,Green,Fabric,2,793,1906,3082,0.09,390.83,82438.92,989267.04,55898,46276,6909,0.026,124.65,0.14,93,9611.71,2049,4050,1.07,52,10,138,-77,2.96,27.45,0.23
8338,Product_8338,Beauty,Beauty,BrandE,651.71,0.21,514.85,807,2.19,4516,Supplier_10,Germany,Berlin,9,11,0.26,0,2013,15.7,34.68,White,Plastic,4,582,457,5675,0.23,431.25,22138.55,265662.6,42564,13394,23236,0.071,244.23,0.87,62,2938.36,6946,434,1.29,2,38,100,27,1.22,48.41,0.08
8339,Product_8339,Clothing,Toys,BrandE,243.45,0.5,121.72,349,1.55,1878,Supplier_5,China,Mumbai,2,8,0.01,0,2016,36.3,94.56,White,Metal,4,194,103,1663,0.45,137.27,27873.88,334486.56,68642,17971,8103,0.133,32.22,0.79,93,3046.15,1026,2543,0.56,41,59,139,-73,2.29,9.49,0.15
8340,Product_8340,Sports,Beauty,BrandD,936.04,0.18,767.55,912,4.55,2371,Supplier_20,USA,London,1,13,0.28,0,2016,33.15,94.23,Green,Fabric,2,416,1196,9901,0.13,528.34,360748.5,4328982.0,59005,19793,3705,0.193,55.23,0.31,86,9495.37,7963,2291,0.5,53,50,130,71,4.46,17.25,0.11
8341,Product_8341,Sports,Sports,BrandB,600.64,0.03,582.62,491,2.85,1277,Supplier_3,USA,Mumbai,9,3,0.18,0,2013,26.35,41.14,Black,Wood,3,95,1468,8520,0.27,464.44,256352.8,3076233.6,53633,24721,7346,0.091,204.23,0.87,52,3085.47,2260,2071,1.3,23,2,54,71,4.68,11.81,0.14
8342,Product_8342,Clothing,Toys,BrandE,219.61,0.34,144.94,221,3.46,1455,Supplier_10,China,New York,4,2,0.27,1,2025,30.53,86.37,Green,Wood,1,550,783,7972,0.47,133.13,22175.82,266109.84,20682,49541,13646,0.111,82.01,0.59,84,1001.62,2568,4459,0.94,11,20,139,-77,4.24,29.16,0.15
8343,Product_8343,Home,Electronics,BrandB,600.55,0.28,432.4,800,2.47,3524,Supplier_46,Germany,Shanghai,15,2,0.25,0,2021,43.39,48.69,Red,Metal,2,800,2243,1201,0.31,500.64,3459.2,41510.4,98225,29782,23928,0.113,167.74,0.41,79,2085.96,2695,4680,0.9,57,86,43,25,2.24,34.24,0.23
8344,Product_8344,Beauty,Electronics,BrandE,586.68,0.28,422.41,472,4.62,938,Supplier_50,China,Mumbai,8,8,0.13,1,2016,6.93,30.15,Blue,Metal,0,607,2567,8474,0.16,306.99,207825.72,2493908.64,50893,49271,21535,0.094,26.86,0.49,59,2938.75,1940,3532,1.02,51,98,142,-60,3.49,40.02,0.18
8345,Product_8345,Electronics,Sports,BrandD,25.63,0.21,20.25,332,2.08,4588,Supplier_20,UK,London,9,14,0.14,0,2024,9.7,75.61,Green,Wood,2,588,2984,1590,0.13,17.45,8808.75,105705.0,44747,33084,15390,0.089,241.71,0.21,76,3836.79,8001,4667,0.81,1,23,70,-89,2.09,42.89,0.15
8346,Product_8346,Clothing,Electronics,BrandA,369.26,0.5,184.63,885,2.87,4222,Supplier_37,USA,New York,1,9,0.01,1,2024,45.35,47.01,Red,Metal,0,39,2637,2581,0.35,193.02,92315.0,1107780.0,57973,5399,6901,0.061,277.44,0.38,66,5752.63,6218,4786,1.16,9,0,53,-53,3.1,26.58,0.17
8347,Product_8347,Sports,Beauty,BrandD,491.84,0.35,319.7,352,3.91,182,Supplier_35,China,New York,14,2,0.03,1,2018,12.75,64.87,Black,Fabric,0,988,630,268,0.46,281.73,98787.3,1185447.6,96078,5219,5375,0.078,52.22,0.43,68,7325.89,4664,1431,0.99,34,35,28,83,2.02,7.37,0.08
8348,Product_8348,Sports,Beauty,BrandC,59.53,0.47,31.55,29,4.7,3028,Supplier_47,China,Berlin,3,12,0.22,0,2019,42.02,56.52,Black,Fabric,1,122,1624,9073,0.14,36.32,5174.2,62090.4,861,38054,17146,0.137,78.26,0.33,57,3393.86,4022,3739,0.78,54,27,75,-95,1.16,4.2,0.21
8349,Product_8349,Home,Electronics,BrandA,256.92,0.01,254.35,810,3.64,225,Supplier_22,USA,Berlin,8,12,0.18,1,2024,49.99,84.28,Red,Wood,2,608,290,1993,0.07,215.5,91311.65,1095739.8,49247,36020,10837,0.15,11.01,0.12,77,8435.32,2534,2591,0.52,27,94,135,-24,3.51,10.54,0.12
8350,Product_8350,Clothing,Home,BrandC,40.14,0.15,34.12,13,2.44,639,Supplier_2,UK,Mumbai,7,9,0.11,1,2024,38.17,93.29,White,Wood,3,803,2588,4831,0.19,27.04,14296.28,171555.36,740,37507,27413,0.084,126.68,0.2,87,8266.7,1988,442,0.57,3,78,7,41,3.21,10.12,0.11
8351,Product_8351,Home,Beauty,BrandA,664.21,0.29,471.59,461,4.6,426,Supplier_11,UK,Berlin,20,3,0.09,1,2021,46.15,90.01,White,Fabric,4,776,104,7674,0.19,348.25,28766.99,345203.88,26744,33629,17764,0.073,253.09,0.62,69,7421.78,5266,634,1.1,32,58,53,24,1.33,23.92,0.19
8352,Product_8352,Toys,Clothing,BrandB,554.76,0.21,438.26,977,4.05,1251,Supplier_19,USA,Berlin,15,11,0.03,1,2011,34.73,93.32,Blue,Metal,0,421,1598,1944,0.43,349.81,161717.94,1940615.28,29167,13429,19709,0.112,196.78,0.27,99,9423.96,3128,3550,0.63,21,70,89,54,4.32,31.24,0.17
8353,Product_8353,Clothing,Beauty,BrandE,611.48,0.41,360.77,844,2.41,3631,Supplier_49,Germany,Shanghai,17,8,0.25,1,2011,7.95,93.93,Red,Fabric,0,370,465,2271,0.25,483.5,49425.49,593105.88,42352,29799,28254,0.154,110.26,0.25,60,6303.56,5366,3988,1.07,60,85,11,29,3.98,1.32,0.16
8354,Product_8354,Sports,Beauty,BrandC,278.97,0.38,172.96,494,1.18,465,Supplier_28,UK,Mumbai,8,13,0.21,0,2021,34.47,19.5,White,Plastic,4,428,1965,9601,0.09,208.12,63995.2,767942.4,43208,42806,3342,0.072,121.64,0.6,54,9995.35,1214,2436,1.29,6,12,23,-84,2.29,25.55,0.23
8355,Product_8355,Home,Clothing,BrandB,833.92,0.48,433.64,137,4.7,1165,Supplier_24,Germany,Berlin,4,2,0.15,1,2016,23.54,35.59,White,Metal,1,262,1161,9656,0.12,732.23,47266.76,567201.12,32111,39215,24705,0.172,179.42,0.42,58,5887.63,6476,2438,1.06,54,85,180,-49,3.78,29.26,0.1
8356,Product_8356,Sports,Electronics,BrandA,807.03,0.16,677.91,191,2.37,977,Supplier_12,USA,Shanghai,18,7,0.28,0,2018,44.87,12.69,White,Metal,4,555,902,9328,0.17,493.59,27116.4,325396.8,79187,24416,55,0.188,35.11,0.39,73,9799.52,3680,4938,0.71,55,88,64,-26,4.02,16.87,0.05
8357,Product_8357,Toys,Sports,BrandE,78.83,0.45,43.36,695,3.51,1921,Supplier_19,Germany,Shanghai,19,1,0.14,1,2024,29.2,64.6,Red,Plastic,3,122,2914,7319,0.44,55.05,7457.92,89495.04,18163,28535,1853,0.05,61.53,0.12,55,1995.63,3941,844,0.99,37,78,150,78,2.91,7.11,0.16
8358,Product_8358,Electronics,Toys,BrandD,549.19,0.24,417.38,633,3.09,530,Supplier_38,India,Mumbai,17,7,0.17,0,2015,14.38,25.23,White,Fabric,4,735,329,8941,0.4,393.75,97249.54,1166994.48,54793,44306,24378,0.132,28.6,0.51,78,484.81,2035,1410,1.29,37,82,96,99,4.81,20.59,0.16
8359,Product_8359,Home,Clothing,BrandC,708.0,0.21,559.32,210,2.59,3508,Supplier_27,UK,London,1,8,0.26,1,2020,30.0,70.33,White,Metal,0,438,84,2286,0.23,551.74,81660.72,979928.64,69018,781,28675,0.112,134.97,0.15,82,1097.33,1350,993,0.57,48,94,191,-57,1.7,16.67,0.18
8360,Product_8360,Toys,Sports,BrandB,760.04,0.05,722.04,699,3.11,4606,Supplier_28,India,Shanghai,1,4,0.26,0,2016,9.59,96.0,Green,Metal,2,229,1284,6963,0.26,675.08,109028.04,1308336.48,71097,32218,8142,0.165,248.87,0.12,93,6280.12,1889,1760,0.85,46,51,188,-78,2.71,28.5,0.15
8361,Product_8361,Clothing,Electronics,BrandA,934.95,0.37,589.02,559,2.28,4497,Supplier_28,China,Berlin,1,8,0.21,0,2017,35.5,4.05,Black,Metal,2,485,2831,9137,0.43,600.08,159035.4,1908424.8,74074,11939,20162,0.061,57.93,0.55,91,4985.1,8011,4732,0.88,51,10,64,83,4.04,7.95,0.2
8362,Product_8362,Clothing,Beauty,BrandE,724.65,0.14,623.2,24,4.85,1423,Supplier_5,China,Mumbai,19,9,0.08,1,2010,28.6,20.78,Black,Wood,5,316,2565,422,0.33,612.98,149568.0,1794816.0,20641,42523,11702,0.108,73.48,0.37,94,4947.7,1647,3420,1.27,19,21,39,-89,1.95,3.75,0.09
8363,Product_8363,Home,Electronics,BrandE,614.56,0.05,583.83,406,1.91,319,Supplier_45,Germany,New York,17,1,0.07,1,2025,9.97,68.9,Red,Wood,4,943,1621,3653,0.43,384.7,277319.25,3327831.0,29793,22720,8455,0.161,70.85,0.43,66,7427.8,643,4856,1.48,19,42,72,-62,1.91,8.49,0.22
8364,Product_8364,Beauty,Home,BrandD,453.58,0.34,299.36,272,3.76,1439,Supplier_15,Germany,Shanghai,5,13,0.21,0,2013,41.92,28.39,Black,Wood,4,752,849,9264,0.43,284.04,44305.28,531663.36,10192,21818,28584,0.063,284.92,0.46,63,3719.82,2369,705,0.92,53,37,179,13,4.8,11.89,0.16
8365,Product_8365,Clothing,Home,BrandD,676.49,0.04,649.43,46,2.89,4709,Supplier_13,India,Shanghai,2,4,0.02,1,2013,25.49,16.76,Blue,Plastic,2,759,2258,9518,0.13,417.81,111052.53,1332630.36,13441,36794,19964,0.165,135.5,0.62,59,3119.84,990,3598,1.1,58,17,140,25,1.2,18.61,0.19
8366,Product_8366,Home,Toys,BrandE,447.45,0.16,375.86,513,4.52,437,Supplier_36,USA,London,11,14,0.16,1,2020,12.69,65.36,Blue,Fabric,0,807,2150,9111,0.25,331.98,101858.06,1222296.72,23405,13486,13894,0.122,37.67,0.63,98,962.59,4820,3696,1.2,14,70,169,1,3.48,36.95,0.22
8367,Product_8367,Home,Home,BrandC,41.86,0.35,27.21,827,4.48,2338,Supplier_19,China,Berlin,5,8,0.23,1,2019,21.05,36.6,Black,Wood,4,222,534,8813,0.38,37.04,10965.63,131587.56,73902,30131,20799,0.136,269.65,0.8,56,3561.86,705,3657,1.42,28,35,173,-38,4.17,25.63,0.13
8368,Product_8368,Beauty,Toys,BrandC,745.53,0.09,678.43,303,2.13,3185,Supplier_18,USA,Berlin,6,2,0.26,1,2021,49.38,13.57,Black,Wood,0,598,2330,8000,0.24,655.79,175713.37,2108560.44,99529,19083,20009,0.128,191.27,0.54,75,3834.57,7763,1042,1.23,11,85,32,-78,4.77,25.43,0.06
8369,Product_8369,Home,Clothing,BrandB,362.71,0.43,206.74,681,1.66,4805,Supplier_45,India,New York,7,2,0.13,1,2023,36.86,17.98,Black,Wood,2,463,1030,9401,0.47,209.41,64296.14,771553.68,62450,26479,4321,0.012,131.61,0.41,90,2003.65,6856,2614,1.25,39,8,119,-1,4.96,38.63,0.16
8370,Product_8370,Beauty,Clothing,BrandB,928.28,0.11,826.17,591,4.6,1063,Supplier_49,UK,London,2,11,0.03,1,2013,38.93,53.45,White,Metal,4,117,1691,5822,0.17,702.49,64441.26,773295.12,48021,2888,27086,0.133,76.17,0.51,95,3423.04,7706,187,1.1,56,23,21,98,2.18,14.88,0.17
8371,Product_8371,Home,Sports,BrandB,497.37,0.29,353.13,215,4.82,3001,Supplier_32,India,London,4,13,0.29,1,2024,43.5,40.92,Red,Plastic,3,591,1106,4311,0.13,400.1,37078.65,444943.8,52199,45214,21478,0.147,274.62,0.33,86,6926.94,6894,4510,0.91,51,35,33,34,3.35,14.99,0.13
8372,Product_8372,Sports,Sports,BrandA,470.45,0.48,244.63,913,1.35,2808,Supplier_45,India,Berlin,10,3,0.22,1,2017,10.71,85.39,Blue,Plastic,3,363,618,1832,0.32,239.72,33269.68,399236.16,71393,39695,18526,0.117,213.43,0.15,73,3402.1,8118,3678,0.52,25,40,60,-72,1.6,17.18,0.22
8373,Product_8373,Home,Toys,BrandB,975.69,0.25,731.77,153,4.37,1580,Supplier_12,Germany,London,19,5,0.11,1,2012,10.03,35.93,Green,Wood,5,801,1663,6290,0.27,661.02,305879.86,3670558.32,45431,27920,26250,0.197,153.71,0.12,67,6558.97,3114,2692,0.8,45,84,102,43,4.79,2.02,0.16
8374,Product_8374,Clothing,Home,BrandD,549.16,0.08,505.23,355,4.95,1631,Supplier_16,India,Mumbai,7,11,0.14,0,2021,47.84,65.97,Blue,Wood,2,470,2270,7896,0.42,465.93,172283.43,2067401.16,5768,13862,233,0.061,183.98,0.25,56,104.12,5342,2205,0.74,49,95,164,-93,1.08,3.34,0.11
8375,Product_8375,Sports,Beauty,BrandE,824.17,0.1,741.75,346,4.5,3741,Supplier_34,India,London,5,14,0.28,0,2023,32.7,98.67,Blue,Plastic,0,340,1939,1897,0.44,663.26,93460.5,1121526.0,37292,26907,26914,0.051,215.53,0.18,56,4795.44,6285,911,1.04,46,8,30,-81,3.42,22.69,0.24
8376,Product_8376,Sports,Electronics,BrandE,249.96,0.13,217.47,582,3.38,1563,Supplier_49,China,Mumbai,14,8,0.02,1,2021,20.43,0.4,White,Fabric,3,119,223,1718,0.22,148.99,59804.25,717651.0,25609,31516,16828,0.11,147.88,0.69,85,2630.19,5941,3949,0.78,2,85,9,25,3.82,29.01,0.12
8377,Product_8377,Electronics,Toys,BrandE,403.62,0.38,250.24,887,2.41,3240,Supplier_34,UK,New York,16,5,0.24,1,2021,6.12,26.33,Black,Metal,3,115,282,3515,0.4,248.59,82078.72,984944.64,44430,40236,7094,0.071,121.61,0.47,93,3157.59,6638,4310,0.89,31,74,35,68,2.66,25.78,0.2
8378,Product_8378,Home,Sports,BrandC,418.49,0.14,359.9,311,4.06,4396,Supplier_26,USA,London,2,11,0.29,1,2025,21.87,85.99,Black,Metal,2,561,1454,7873,0.44,304.26,159435.7,1913228.4,80114,8990,14835,0.087,126.54,0.74,89,4516.74,622,1750,0.81,50,8,30,-37,4.18,34.97,0.13
8379,Product_8379,Beauty,Toys,BrandB,334.45,0.24,254.18,820,2.7,3675,Supplier_21,China,Mumbai,5,10,0.22,0,2013,23.48,84.33,Blue,Wood,5,673,276,4932,0.27,263.89,12200.64,146407.68,41686,21279,16465,0.027,143.04,0.7,92,7111.65,6431,1147,1.08,56,62,88,-11,1.38,17.82,0.2
8380,Product_8380,Home,Toys,BrandE,729.2,0.18,597.94,423,1.21,4612,Supplier_49,USA,Shanghai,13,14,0.01,1,2013,46.62,77.55,White,Plastic,2,383,1263,5164,0.12,519.05,290598.84,3487186.08,8491,10147,22525,0.02,272.88,0.7,59,2389.01,4158,3297,0.74,8,9,7,-96,2.64,29.84,0.14
8381,Product_8381,Toys,Toys,BrandA,483.51,0.21,381.97,375,4.44,2233,Supplier_8,Germany,Shanghai,12,14,0.02,1,2022,14.55,82.3,Blue,Plastic,3,593,1512,287,0.35,360.67,25210.02,302520.24,11817,24238,14959,0.088,37.56,0.45,99,585.71,3548,1908,0.73,13,82,165,84,1.0,15.32,0.22
8382,Product_8382,Toys,Toys,BrandA,684.88,0.19,554.75,832,2.69,2828,Supplier_13,India,Mumbai,7,5,0.28,1,2015,26.28,17.43,White,Metal,0,538,2876,7815,0.31,361.07,214688.25,2576259.0,3842,31440,20433,0.051,240.84,0.78,51,3150.72,1132,210,1.24,50,100,9,-77,4.28,16.9,0.22
8383,Product_8383,Home,Electronics,BrandC,768.4,0.46,414.94,319,2.36,3029,Supplier_28,Germany,Shanghai,12,10,0.12,0,2015,34.9,91.42,Red,Fabric,5,235,889,1765,0.28,466.59,78008.72,936104.64,14225,9254,5455,0.043,127.26,0.24,83,450.82,2796,3626,1.28,38,25,3,38,1.63,35.25,0.23
8384,Product_8384,Beauty,Toys,BrandA,43.98,0.15,37.38,514,1.91,2451,Supplier_4,UK,London,15,14,0.23,1,2019,11.35,68.94,Green,Wood,4,644,1135,2620,0.37,28.81,10017.84,120214.08,82470,48401,17096,0.054,51.7,0.73,99,4274.9,2942,2676,1.16,45,49,139,62,3.21,15.04,0.14
8385,Product_8385,Toys,Clothing,BrandE,62.96,0.36,40.29,110,3.19,602,Supplier_48,USA,Mumbai,16,1,0.2,0,2022,42.44,95.41,Red,Fabric,4,799,821,1815,0.14,34.27,2618.85,31426.2,55787,13274,17390,0.047,297.34,0.14,76,1436.72,1769,4145,0.88,49,86,82,77,4.28,22.27,0.19
8386,Product_8386,Electronics,Beauty,BrandE,768.74,0.08,707.24,463,3.29,2525,Supplier_15,Germany,Berlin,20,5,0.27,0,2025,44.29,3.38,White,Wood,2,876,1839,1928,0.27,569.8,229853.0,2758236.0,23874,17099,11714,0.158,258.93,0.21,56,7652.88,7867,2463,1.21,54,75,43,81,3.26,32.75,0.22
8387,Product_8387,Clothing,Clothing,BrandE,390.04,0.14,335.43,232,2.04,1025,Supplier_2,China,Mumbai,3,2,0.05,0,2015,46.37,64.12,Blue,Metal,3,400,2829,3788,0.34,337.27,130817.7,1569812.4,10527,23899,9155,0.05,108.16,0.42,53,1276.15,6849,3557,1.25,40,64,16,80,4.65,17.85,0.1
8388,Product_8388,Electronics,Electronics,BrandA,261.88,0.47,138.8,44,3.01,2858,Supplier_14,UK,New York,12,11,0.11,0,2013,34.13,64.58,White,Metal,0,686,1292,4657,0.29,140.77,68983.6,827803.2,64493,1343,26318,0.029,183.44,0.15,92,8229.23,7128,4247,1.3,21,56,138,-38,3.47,39.82,0.14
8389,Product_8389,Sports,Beauty,BrandD,455.81,0.02,446.69,942,2.26,1262,Supplier_39,UK,London,18,6,0.23,0,2018,5.49,99.56,White,Metal,1,345,462,8314,0.42,306.55,78170.75,938049.0,81325,44974,5591,0.075,25.07,0.5,91,2212.98,3145,1076,0.77,46,28,143,76,3.94,19.18,0.23
8390,Product_8390,Toys,Beauty,BrandD,472.91,0.43,269.56,307,4.73,2055,Supplier_31,Germany,Shanghai,20,4,0.03,1,2017,34.79,42.51,Red,Metal,3,225,566,5660,0.44,280.45,90033.04,1080396.48,75315,2365,11041,0.114,230.62,0.18,87,872.68,6308,1051,0.84,13,29,174,46,4.09,12.13,0.12
8391,Product_8391,Beauty,Toys,BrandE,320.26,0.39,195.36,924,4.92,2820,Supplier_39,India,New York,9,8,0.09,1,2012,11.09,49.62,Black,Metal,3,31,2143,5726,0.1,275.74,27741.12,332893.44,64344,14940,21313,0.021,25.61,0.78,52,761.36,9501,1448,1.36,10,78,135,95,1.13,37.19,0.13
8392,Product_8392,Beauty,Beauty,BrandC,163.09,0.21,128.84,993,2.83,2486,Supplier_19,China,London,19,10,0.22,0,2010,44.28,34.69,Green,Plastic,4,881,1679,6218,0.12,141.9,21773.96,261287.52,40357,2531,29071,0.052,17.9,0.27,70,6196.84,3617,1335,0.96,48,29,173,41,4.01,30.32,0.15
8393,Product_8393,Electronics,Toys,BrandD,14.82,0.49,7.56,755,1.59,3857,Supplier_46,USA,Mumbai,17,4,0.27,0,2017,25.97,53.34,Green,Plastic,2,937,2328,2913,0.41,8.92,1640.52,19686.24,65320,4138,29513,0.162,152.12,0.49,68,2515.84,1872,4617,1.42,51,48,38,60,2.32,22.39,0.06
8394,Product_8394,Beauty,Electronics,BrandD,31.51,0.31,21.74,484,4.62,4385,Supplier_45,Germany,New York,14,2,0.12,0,2014,25.56,66.15,Black,Metal,1,147,1960,5504,0.37,17.07,9891.7,118700.4,20461,20237,13116,0.059,91.14,0.18,98,8725.35,1742,257,0.53,46,47,2,-80,3.64,46.92,0.18
8395,Product_8395,Beauty,Clothing,BrandE,463.25,0.16,389.13,490,1.72,4018,Supplier_7,China,Berlin,16,7,0.12,1,2012,23.09,27.96,White,Wood,2,779,1195,6487,0.3,360.03,110902.05,1330824.6,99557,47303,12895,0.146,244.95,0.77,92,7818.86,7682,4386,1.29,49,4,59,66,2.56,29.79,0.15
8396,Product_8396,Clothing,Beauty,BrandA,557.71,0.45,306.74,825,1.37,366,Supplier_9,China,New York,14,6,0.19,1,2023,42.07,80.92,Red,Metal,5,842,144,1161,0.18,280.22,55519.94,666239.28,52343,38323,15494,0.161,135.93,0.17,98,3105.57,6,1637,1.39,50,66,55,-41,1.38,5.4,0.06
8397,Product_8397,Beauty,Electronics,BrandD,525.69,0.04,504.66,86,3.78,3604,Supplier_47,India,Berlin,17,14,0.28,0,2020,8.37,52.05,Green,Metal,4,343,2111,9211,0.24,448.65,28260.96,339131.52,9708,4717,11531,0.133,256.89,0.36,66,8162.82,5792,2111,1.29,41,58,9,19,4.03,29.71,0.12
8398,Product_8398,Electronics,Home,BrandA,63.18,0.42,36.64,774,1.62,1108,Supplier_49,UK,Berlin,16,3,0.22,1,2017,41.91,30.31,Red,Metal,4,698,891,6934,0.44,45.57,16194.88,194338.56,5940,16056,20972,0.113,96.39,0.84,78,541.13,2518,1628,0.74,6,52,130,-91,2.79,48.38,0.16
8399,Product_8399,Home,Electronics,BrandC,786.36,0.22,613.36,91,1.43,880,Supplier_32,India,Berlin,6,8,0.07,0,2014,28.95,72.79,Green,Metal,5,776,2706,9300,0.38,568.74,72989.84,875878.08,49505,22434,23990,0.025,238.21,0.74,70,4401.95,4413,2792,0.55,20,23,186,61,2.49,30.67,0.1
8400,Product_8400,Electronics,Beauty,BrandA,474.57,0.35,308.47,681,2.6,3202,Supplier_33,Germany,Mumbai,3,3,0.24,1,2021,48.21,38.05,Red,Fabric,1,681,2335,3048,0.47,244.17,29613.12,355357.44,48190,22720,1396,0.183,53.9,0.62,60,9135.93,2752,2630,1.23,25,53,58,1,4.46,10.2,0.14
8401,Product_8401,Clothing,Electronics,BrandB,732.66,0.17,608.11,812,4.79,857,Supplier_49,India,New York,19,10,0.22,1,2024,3.45,89.74,White,Plastic,5,770,1937,6638,0.25,415.17,221352.04,2656224.48,32942,18141,22998,0.124,117.01,0.88,96,4158.0,3377,3308,0.69,31,93,153,4,3.84,35.6,0.21
8402,Product_8402,Toys,Sports,BrandA,594.16,0.26,439.68,319,3.99,3802,Supplier_31,China,Mumbai,4,9,0.13,0,2023,18.81,18.56,White,Fabric,5,56,2664,3637,0.31,477.55,148172.16,1778065.92,45309,36171,13157,0.167,15.71,0.59,54,2437.95,1336,3957,0.79,53,52,36,92,4.26,28.68,0.09
8403,Product_8403,Clothing,Electronics,BrandA,861.55,0.16,723.7,241,3.38,2608,Supplier_41,Germany,Mumbai,13,9,0.06,1,2019,19.15,22.16,Black,Fabric,4,441,1390,1210,0.12,644.39,127371.2,1528454.4,33400,969,10970,0.112,17.5,0.81,56,5762.61,7866,341,1.37,1,17,59,-21,1.78,34.28,0.07
8404,Product_8404,Home,Clothing,BrandB,663.76,0.3,464.63,11,3.11,1061,Supplier_36,India,Shanghai,5,13,0.1,1,2025,49.83,69.88,White,Wood,4,364,788,644,0.11,420.18,56220.23,674642.76,14614,2614,25219,0.061,253.19,0.79,61,5572.75,3554,571,0.51,27,13,36,72,1.03,27.17,0.15
8405,Product_8405,Beauty,Toys,BrandD,153.54,0.36,98.27,357,2.66,898,Supplier_8,USA,Berlin,16,6,0.21,0,2013,45.42,63.5,White,Fabric,2,903,2473,1592,0.44,106.99,25255.39,303064.68,40311,15941,15980,0.089,205.2,0.73,95,1312.92,8565,4602,1.1,25,81,86,45,4.86,13.58,0.11
8406,Product_8406,Home,Toys,BrandB,391.94,0.31,270.44,808,1.1,3791,Supplier_35,Germany,New York,15,4,0.12,1,2018,11.56,62.25,White,Plastic,1,705,1103,6303,0.26,310.16,134949.56,1619394.72,68902,37209,4913,0.114,237.11,0.49,70,3650.8,2527,4250,1.49,33,87,38,-96,4.04,45.07,0.15
